employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,training_impact
75775,Procurement,region_22,Bachelor's,m,sourcing,1,34,1.0,10,0,71,0,71
33123,Technology,region_10,Master's & above,m,other,1,43,2.0,15,0,79,0,79
50551,Operations,region_13,Master's & above,f,other,1,35,3.0,7,0,63,0,63
38114,Operations,region_2,Master's & above,m,other,1,54,4.0,15,0,61,0,61
2716,Sales & Marketing,region_20,Master's & above,f,sourcing,1,35,1.0,8,0,54,0,54
57990,Finance,region_21,Bachelor's,m,other,1,29,,1,0,61,0,61
28654,Technology,region_26,Bachelor's,f,sourcing,1,42,4.0,13,0,80,0,80
60240,Operations,region_22,Master's & above,m,sourcing,1,36,3.0,7,0,60,0,60
73857,Operations,region_22,Bachelor's,m,other,1,37,1.0,8,0,58,0,58
57985,Sales & Marketing,region_7,Bachelor's,m,other,1,46,5.0,18,0,49,0,49
34439,Analytics,region_9,Master's & above,m,other,1,29,2.0,7,0,84,0,84
31693,Operations,region_9,,m,other,1,27,,1,0,58,0,58
9540,Operations,region_2,Master's & above,f,sourcing,1,51,4.0,12,0,56,0,56
27622,Operations,region_7,Bachelor's,m,sourcing,1,33,5.0,3,0,57,0,57
74162,Sales & Marketing,region_10,Bachelor's,m,other,1,33,5.0,3,0,51,0,51
61349,Technology,region_2,Bachelor's,m,other,1,37,1.0,10,0,79,0,79
59987,Operations,region_2,Bachelor's,m,sourcing,1,50,1.0,17,0,57,0,57
31628,Operations,region_20,Master's & above,m,sourcing,1,32,5.0,4,0,60,0,60
54419,Sales & Marketing,region_13,Master's & above,m,sourcing,2,31,5.0,4,0,50,0,100
30327,Operations,region_15,Bachelor's,f,other,1,33,5.0,10,0,59,0,59
42038,Sales & Marketing,region_25,Master's & above,m,other,1,42,5.0,11,0,47,0,47
30039,Sales & Marketing,region_11,Master's & above,m,sourcing,1,36,5.0,9,0,50,0,50
4327,Finance,region_22,Bachelor's,f,other,2,28,3.0,4,0,62,0,124
30291,HR,region_13,Bachelor's,f,sourcing,1,24,,1,0,49,0,49
21798,Operations,region_31,Bachelor's,f,other,3,30,5.0,5,0,63,0,189
33656,Sales & Marketing,region_27,Master's & above,m,sourcing,1,36,1.0,10,0,53,0,53
51044,Finance,region_15,Bachelor's,f,sourcing,1,30,4.0,5,0,53,0,53
19522,Analytics,region_22,Bachelor's,m,sourcing,1,29,5.0,3,0,83,1,83
11900,Technology,region_7,Bachelor's,m,sourcing,2,31,3.0,4,0,76,0,152
16361,Procurement,region_8,Bachelor's,m,sourcing,1,33,3.0,5,0,67,0,67
14019,Sales & Marketing,region_4,Bachelor's,m,other,1,27,5.0,4,0,48,0,48
53958,Sales & Marketing,region_21,Bachelor's,m,other,1,37,3.0,10,0,51,0,51
71836,Operations,region_7,Bachelor's,m,sourcing,1,46,5.0,4,0,59,0,59
9871,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,3.0,3,0,50,1,50
48446,Analytics,region_2,Bachelor's,f,sourcing,1,35,5.0,4,1,89,1,89
14587,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,34,3.0,6,0,48,0,48
60474,Procurement,region_12,Bachelor's,m,sourcing,1,27,5.0,4,0,72,0,72
28325,Procurement,region_27,Bachelor's,f,sourcing,3,26,3.0,2,1,69,0,207
23526,Analytics,region_7,Bachelor's,m,other,2,32,3.0,7,0,83,0,166
21505,Finance,region_2,Bachelor's,f,other,1,27,1.0,4,0,61,0,61
52530,Procurement,region_26,Bachelor's,f,other,1,44,4.0,2,0,74,0,74
41307,Procurement,region_7,Master's & above,m,other,1,42,1.0,6,0,71,1,71
38570,Sales & Marketing,region_14,Bachelor's,m,other,1,42,1.0,13,0,54,0,54
63671,Sales & Marketing,region_2,Bachelor's,m,other,2,50,4.0,3,0,45,0,90
29401,Operations,region_23,Bachelor's,f,other,1,35,5.0,6,0,55,0,55
20411,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,37,1.0,4,0,48,0,96
48133,R&D,region_7,Bachelor's,m,sourcing,1,37,2.0,5,0,84,0,84
3274,Sales & Marketing,region_22,Bachelor's,m,other,1,24,,1,0,52,0,52
23072,Technology,region_12,Bachelor's,m,sourcing,1,32,1.0,3,0,79,0,79
13488,Technology,region_15,Bachelor's,m,other,1,45,3.0,13,0,84,0,84
16220,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,4.0,9,0,48,0,48
69298,Procurement,region_7,Master's & above,f,other,1,38,4.0,9,0,69,0,69
34628,Procurement,region_33,Bachelor's,f,sourcing,1,32,3.0,5,0,74,0,74
25509,Technology,region_26,Master's & above,m,sourcing,1,48,1.0,5,0,76,0,76
29270,Operations,region_27,Bachelor's,f,sourcing,1,45,3.0,7,0,57,0,57
76537,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,33,5.0,6,0,50,0,50
73845,Sales & Marketing,region_2,Master's & above,f,other,1,38,5.0,9,0,51,0,51
14031,Operations,region_4,Bachelor's,m,other,1,31,4.0,5,0,62,1,62
21728,Sales & Marketing,region_23,Bachelor's,m,other,1,35,3.0,10,0,54,0,54
37010,Legal,region_2,Master's & above,m,other,1,50,3.0,19,0,64,0,64
12487,Operations,region_1,Bachelor's,m,sourcing,1,33,5.0,7,0,57,0,57
74168,Procurement,region_15,Master's & above,f,other,1,55,5.0,4,0,74,1,74
50040,Procurement,region_27,Bachelor's,f,sourcing,1,35,1.0,5,0,69,0,69
14671,Sales & Marketing,region_30,Bachelor's,m,other,1,28,,1,0,51,0,51
2091,Analytics,region_2,Bachelor's,m,other,1,46,4.0,2,0,83,0,83
21594,Operations,region_2,Below Secondary,f,sourcing,1,22,4.0,2,0,61,0,61
65649,Legal,region_22,Bachelor's,f,other,1,29,3.0,2,0,57,0,57
11764,Procurement,region_7,Master's & above,m,sourcing,1,49,5.0,14,0,70,0,70
76007,Legal,region_5,Bachelor's,m,sourcing,1,32,3.0,5,0,64,0,64
39511,Operations,region_2,Bachelor's,m,other,1,31,3.0,5,0,59,0,59
34806,Analytics,region_10,Master's & above,m,other,1,38,3.0,3,0,85,0,85
65146,Sales & Marketing,region_2,Master's & above,m,other,2,49,3.0,16,0,49,0,98
27109,Sales & Marketing,region_27,Bachelor's,m,other,1,25,3.0,4,0,47,0,47
61327,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,27,3.0,2,0,51,0,51
24214,Finance,region_2,Bachelor's,m,sourcing,4,36,3.0,9,0,56,0,224
38496,Procurement,region_2,Master's & above,m,other,1,46,3.0,17,0,70,0,70
61352,Operations,region_27,Bachelor's,f,sourcing,2,29,5.0,5,0,58,0,116
66261,Analytics,region_22,Bachelor's,m,referred,1,33,4.0,5,0,81,0,81
25825,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,7,0,50,0,50
42210,Sales & Marketing,region_28,Master's & above,m,sourcing,1,36,5.0,9,0,54,0,54
25969,Operations,region_23,Bachelor's,f,other,1,37,5.0,5,0,59,0,59
17586,Sales & Marketing,region_7,Bachelor's,m,other,1,41,5.0,6,0,48,0,48
54669,Finance,region_22,Master's & above,m,sourcing,1,39,1.0,10,0,58,0,58
37881,Finance,region_31,Bachelor's,m,other,1,38,4.0,4,0,62,0,62
16606,Technology,region_16,Below Secondary,f,other,1,23,,1,0,79,0,79
26825,Technology,region_3,Master's & above,m,other,1,47,3.0,17,0,79,0,79
27405,Procurement,region_12,Bachelor's,m,sourcing,1,26,3.0,2,0,70,0,70
7746,Procurement,region_22,Bachelor's,f,sourcing,1,30,5.0,5,0,72,1,72
53480,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,2.0,3,0,51,0,51
42322,Sales & Marketing,region_12,Bachelor's,m,other,1,36,3.0,4,0,52,0,52
31977,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,4.0,7,0,50,0,50
63525,Operations,region_2,Bachelor's,m,sourcing,1,43,4.0,14,0,57,0,57
43473,Technology,region_15,Master's & above,m,sourcing,1,50,3.0,13,0,77,0,77
37262,Operations,region_7,Master's & above,f,other,1,40,3.0,4,0,60,0,60
45948,Sales & Marketing,region_10,Bachelor's,m,other,1,39,1.0,3,0,49,0,49
76939,Finance,region_7,Master's & above,m,sourcing,1,32,3.0,5,0,56,0,56
15564,Technology,region_7,Bachelor's,m,sourcing,1,30,1.0,5,0,78,0,78
18710,Analytics,region_26,,m,other,1,28,3.0,5,0,84,0,84
36750,Sales & Marketing,region_20,Bachelor's,m,other,3,29,3.0,2,0,51,0,153
48742,Sales & Marketing,region_31,Bachelor's,m,other,1,37,4.0,9,0,51,0,51
33253,Analytics,region_26,Bachelor's,m,other,2,36,5.0,10,0,85,0,170
42786,Procurement,region_2,Master's & above,f,sourcing,1,39,1.0,2,0,72,0,72
56469,Technology,region_2,Bachelor's,m,other,1,33,4.0,6,0,79,0,79
62138,Operations,region_2,,f,sourcing,1,47,2.0,3,0,58,0,58
39112,Technology,region_7,Bachelor's,m,other,1,26,2.0,6,0,77,0,77
73572,Procurement,region_30,Bachelor's,f,other,1,30,3.0,4,0,71,0,71
9703,Sales & Marketing,region_22,Master's & above,f,sourcing,1,32,4.0,7,0,49,0,49
73890,Operations,region_22,Bachelor's,f,other,3,29,5.0,4,0,60,0,180
18360,Operations,region_2,,f,other,1,36,5.0,4,0,55,0,55
22784,Analytics,region_19,Bachelor's,m,other,2,28,5.0,5,0,82,0,164
69239,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,25,1.0,2,0,50,0,50
68339,Procurement,region_2,Bachelor's,f,other,1,58,5.0,3,0,70,1,70
34308,Operations,region_14,Master's & above,m,other,1,37,3.0,9,0,57,0,57
43980,Procurement,region_6,Bachelor's,f,other,2,29,3.0,4,0,69,0,138
64976,Operations,region_15,Bachelor's,m,sourcing,1,34,3.0,11,0,59,0,59
34926,Technology,region_2,Bachelor's,f,other,1,29,2.0,2,0,79,0,79
11656,Sales & Marketing,region_22,Master's & above,m,sourcing,1,34,3.0,9,0,50,0,50
6079,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,57,3.0,13,0,50,0,50
13455,Technology,region_27,Master's & above,m,other,2,34,3.0,8,0,85,1,170
36477,Operations,region_27,Master's & above,m,other,2,36,4.0,7,0,61,0,122
77740,Operations,region_32,Bachelor's,m,other,1,36,5.0,3,1,59,0,59
77815,Technology,region_2,Master's & above,m,other,1,47,3.0,4,0,78,0,78
52489,Operations,region_15,Bachelor's,m,other,1,30,5.0,7,0,53,0,53
10396,Operations,region_16,Bachelor's,f,sourcing,1,32,5.0,7,0,63,0,63
35692,Sales & Marketing,region_4,Bachelor's,f,other,1,35,1.0,10,0,50,0,50
63662,Sales & Marketing,region_27,Bachelor's,m,other,1,29,5.0,4,0,48,0,48
14495,Operations,region_22,Bachelor's,f,other,1,35,1.0,9,0,57,0,57
25578,Procurement,region_7,Master's & above,f,other,1,40,5.0,14,0,70,0,70
66972,Legal,region_27,Bachelor's,m,other,1,27,,1,0,61,0,61
57596,Sales & Marketing,region_20,Bachelor's,m,other,1,39,1.0,9,0,48,0,48
43427,Sales & Marketing,region_26,,m,sourcing,1,28,4.0,2,0,51,0,51
2494,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,26,2.0,2,0,52,0,52
62077,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,41,1.0,14,0,46,0,46
37470,Operations,region_31,Bachelor's,m,other,1,28,3.0,2,0,64,0,64
47145,Analytics,region_22,Bachelor's,f,other,2,32,3.0,3,0,79,0,158
50865,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,43,3.0,8,0,51,0,51
48308,Analytics,region_24,Bachelor's,m,other,1,28,,1,0,86,0,86
53077,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,3.0,5,0,45,0,45
6978,Procurement,region_2,Master's & above,m,sourcing,2,52,5.0,22,0,66,1,132
23795,Technology,region_2,Bachelor's,f,other,1,36,1.0,4,0,79,0,79
40103,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,37,2.0,12,0,48,0,48
9179,Technology,region_28,Master's & above,m,other,2,33,5.0,4,0,81,0,162
61177,Operations,region_15,Master's & above,f,sourcing,1,35,4.0,9,0,62,0,62
50003,Analytics,region_2,Bachelor's,m,other,1,47,5.0,15,0,82,0,82
60715,Operations,region_22,Bachelor's,f,other,2,29,,1,0,58,0,116
72119,Technology,region_29,Bachelor's,f,sourcing,1,27,,1,0,81,0,81
60275,Technology,region_7,Bachelor's,f,other,1,31,3.0,4,0,78,0,78
46919,Sales & Marketing,region_2,Bachelor's,m,other,1,54,4.0,11,0,51,0,51
65886,Sales & Marketing,region_2,Bachelor's,f,other,1,31,3.0,4,0,49,0,49
8952,Technology,region_7,Bachelor's,m,other,1,31,4.0,4,0,77,0,77
39295,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,3.0,3,0,60,1,60
48608,Operations,region_19,Master's & above,m,other,1,35,4.0,4,0,63,0,63
11547,Operations,region_16,Bachelor's,f,other,1,26,3.0,4,0,57,0,57
4844,Sales & Marketing,region_13,Bachelor's,f,other,1,27,5.0,3,0,45,0,45
57679,Technology,region_2,Below Secondary,m,referred,1,22,4.0,2,0,78,0,78
6186,Procurement,region_15,Bachelor's,f,sourcing,2,29,2.0,5,0,71,0,142
37261,Procurement,region_22,Bachelor's,m,sourcing,1,38,4.0,12,0,70,0,70
27551,Finance,region_32,Bachelor's,m,sourcing,1,35,5.0,8,0,56,0,56
24433,Finance,region_4,Master's & above,m,other,1,36,5.0,10,0,62,0,62
54677,Procurement,region_31,Bachelor's,m,other,2,33,3.0,3,0,71,0,142
69730,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,27,2.0,2,0,54,0,54
76212,Operations,region_13,Bachelor's,m,other,1,35,3.0,5,0,58,0,58
43720,HR,region_25,Bachelor's,f,sourcing,1,26,3.0,4,0,49,0,49
9493,Finance,region_22,Bachelor's,m,sourcing,1,23,1.0,2,0,57,0,57
70879,Operations,region_28,Master's & above,m,sourcing,1,33,3.0,7,0,58,0,58
33616,HR,region_2,Bachelor's,f,other,1,55,4.0,25,0,51,0,51
58385,Analytics,region_29,Bachelor's,m,other,1,37,4.0,12,0,85,0,85
71663,Sales & Marketing,region_2,Master's & above,m,other,1,46,3.0,18,0,46,0,46
300,Procurement,region_2,Master's & above,m,sourcing,1,47,1.0,12,0,73,0,73
72883,Sales & Marketing,region_7,,m,other,1,27,,1,0,50,0,50
63193,Operations,region_20,Master's & above,f,sourcing,1,36,5.0,7,0,62,0,62
73953,Sales & Marketing,region_2,,f,sourcing,1,21,5.0,2,0,48,0,48
12432,Operations,region_22,Bachelor's,f,sourcing,3,24,3.0,1,0,59,0,177
33817,Procurement,region_5,Master's & above,m,sourcing,1,33,4.0,7,0,68,0,68
50122,Operations,region_15,Master's & above,m,other,1,53,3.0,11,0,58,0,58
55279,Sales & Marketing,region_6,Bachelor's,m,other,1,35,1.0,8,0,50,0,50
39351,Sales & Marketing,region_7,Master's & above,m,other,1,54,3.0,4,0,48,0,48
31422,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,40,2.0,5,0,46,0,92
42084,Procurement,region_2,Master's & above,f,sourcing,1,33,4.0,8,0,68,0,68
73621,Sales & Marketing,region_29,Bachelor's,m,other,1,35,3.0,3,0,45,0,45
9,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,29,5.0,2,0,50,0,50
61586,Sales & Marketing,region_3,Bachelor's,m,other,1,29,4.0,2,0,49,0,49
24308,Technology,region_6,Bachelor's,m,other,2,31,2.0,4,0,82,0,164
37394,Sales & Marketing,region_2,Master's & above,m,sourcing,1,41,3.0,3,0,47,0,47
61423,Operations,region_22,Bachelor's,m,sourcing,2,25,5.0,2,0,58,0,116
64758,Procurement,region_2,Master's & above,m,other,1,55,4.0,16,0,72,0,72
61728,Analytics,region_12,Bachelor's,m,other,1,28,4.0,2,0,86,0,86
57883,Sales & Marketing,region_2,Master's & above,m,sourcing,2,53,1.0,18,0,48,0,96
2435,Sales & Marketing,region_31,Bachelor's,m,other,1,28,,1,0,52,0,52
77026,Operations,region_2,Bachelor's,m,other,1,39,3.0,12,0,58,0,58
55520,Analytics,region_2,Bachelor's,m,other,1,56,3.0,24,0,84,0,84
53628,Technology,region_31,Bachelor's,m,sourcing,1,32,5.0,5,0,84,0,84
326,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,5.0,12,0,52,0,52
62544,Procurement,region_28,Bachelor's,f,other,1,35,3.0,7,0,70,0,70
47576,Technology,region_2,Bachelor's,m,other,1,27,3.0,2,0,76,0,76
57515,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,39,5.0,11,0,46,0,46
75056,Operations,region_22,Below Secondary,m,sourcing,1,26,3.0,4,0,61,0,61
63923,Procurement,region_13,Bachelor's,f,other,2,33,3.0,3,0,68,0,136
3983,Procurement,region_7,Below Secondary,m,sourcing,1,26,3.0,4,0,73,0,73
46581,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,4.0,8,0,52,0,52
15630,Analytics,region_7,Bachelor's,m,other,2,31,5.0,5,0,85,0,170
44071,Finance,region_32,Bachelor's,f,other,1,27,,1,0,56,0,56
34743,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,34,1.0,7,0,51,0,51
33639,Operations,region_26,Master's & above,f,other,1,41,4.0,6,0,64,0,64
72813,Sales & Marketing,region_7,Bachelor's,m,other,2,40,4.0,9,0,64,1,128
55744,R&D,region_22,Bachelor's,m,other,2,32,4.0,2,0,86,0,172
59244,Sales & Marketing,region_22,Master's & above,m,other,1,49,5.0,7,0,49,0,49
3950,Operations,region_2,Bachelor's,m,sourcing,1,40,4.0,7,0,63,0,63
6909,Sales & Marketing,region_16,Bachelor's,m,other,1,48,1.0,12,0,45,0,45
8622,Technology,region_27,Bachelor's,m,other,1,27,,1,0,78,0,78
52269,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,3.0,2,0,45,0,45
31426,Operations,region_24,Bachelor's,f,other,1,34,3.0,10,0,61,0,61
19673,Analytics,region_9,Bachelor's,m,sourcing,3,29,3.0,3,0,87,0,261
297,Sales & Marketing,region_7,Bachelor's,m,other,1,27,2.0,2,0,50,0,50
76564,Procurement,region_31,Bachelor's,f,sourcing,2,36,3.0,5,0,71,0,142
15186,Operations,region_7,Master's & above,m,other,1,44,2.0,16,0,61,0,61
11419,Operations,region_2,Bachelor's,f,other,1,59,5.0,17,0,59,0,59
21991,Technology,region_29,Bachelor's,m,sourcing,1,30,3.0,7,0,81,0,81
69467,Operations,region_7,Bachelor's,m,other,1,34,5.0,6,0,63,0,63
24898,Procurement,region_2,Bachelor's,f,other,1,33,1.0,6,0,75,0,75
54014,Procurement,region_15,Bachelor's,m,other,1,33,5.0,7,0,66,0,66
36608,Procurement,region_15,Master's & above,f,sourcing,1,55,3.0,15,0,70,0,70
55023,Sales & Marketing,region_27,Master's & above,m,other,1,54,3.0,4,0,54,0,54
5587,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,26,,1,0,49,0,49
11883,Analytics,region_32,Bachelor's,m,other,2,32,3.0,6,0,88,0,176
12454,Procurement,region_15,Bachelor's,m,sourcing,1,40,4.0,7,0,73,0,73
72189,Technology,region_31,Bachelor's,m,other,3,42,3.0,8,0,86,0,258
47516,Technology,region_5,Bachelor's,m,other,1,35,4.0,8,0,81,0,81
2586,Operations,region_22,Bachelor's,m,sourcing,1,49,3.0,6,0,62,0,62
50707,HR,region_22,Below Secondary,m,other,2,21,3.0,2,0,46,0,92
21275,Sales & Marketing,region_2,Bachelor's,m,other,2,38,2.0,4,0,49,0,98
29944,Analytics,region_32,Bachelor's,m,other,2,31,3.0,2,0,87,0,174
5549,Operations,region_24,Bachelor's,f,sourcing,1,31,3.0,5,0,62,0,62
51015,Sales & Marketing,region_6,Bachelor's,m,other,2,32,3.0,3,0,52,0,104
22179,Analytics,region_5,Bachelor's,m,sourcing,1,39,1.0,12,0,89,0,89
35558,HR,region_2,Bachelor's,f,sourcing,1,30,5.0,4,0,54,0,54
10365,Procurement,region_2,,m,other,5,34,3.0,6,0,69,0,345
70411,Sales & Marketing,region_4,Bachelor's,m,other,1,38,1.0,7,0,49,0,49
28071,Sales & Marketing,region_2,Master's & above,m,sourcing,1,53,4.0,13,0,55,0,55
30670,HR,region_22,Bachelor's,f,other,1,32,4.0,3,0,49,0,49
52137,Operations,region_22,Bachelor's,f,other,1,60,3.0,8,0,77,1,77
64682,Operations,region_19,Bachelor's,f,other,1,29,4.0,2,0,66,0,66
51120,Technology,region_13,Master's & above,m,other,1,30,3.0,4,0,79,0,79
56846,Sales & Marketing,region_2,Master's & above,m,other,4,42,1.0,18,0,46,0,184
63945,HR,region_21,Bachelor's,m,other,1,32,4.0,2,0,51,0,51
43084,Procurement,region_2,Bachelor's,m,referred,1,32,5.0,6,0,65,0,65
53491,Operations,region_6,Bachelor's,m,sourcing,1,25,,1,0,57,0,57
33442,Operations,region_22,Bachelor's,f,other,1,29,1.0,4,0,57,0,57
24268,Procurement,region_22,Bachelor's,m,referred,1,32,3.0,4,0,72,0,72
12497,Sales & Marketing,region_13,,m,sourcing,1,22,4.0,2,0,50,0,50
37329,Operations,region_22,Master's & above,m,referred,1,38,3.0,11,0,57,0,57
38021,Technology,region_23,Master's & above,m,other,2,39,1.0,7,0,79,0,158
17721,Technology,region_7,Master's & above,f,sourcing,1,44,4.0,5,0,78,0,78
60678,Operations,region_2,Bachelor's,f,sourcing,2,50,4.0,7,0,60,0,120
68790,Sales & Marketing,region_6,Bachelor's,m,other,2,29,2.0,2,0,44,0,88
75152,Sales & Marketing,region_7,Bachelor's,m,other,1,46,1.0,17,0,51,0,51
55157,Sales & Marketing,region_23,,m,sourcing,1,37,3.0,10,0,44,0,44
11573,Sales & Marketing,region_14,Bachelor's,m,other,1,30,1.0,9,0,46,0,46
26731,Procurement,region_11,Bachelor's,m,other,2,34,5.0,8,0,67,0,134
63198,Procurement,region_24,Bachelor's,m,sourcing,1,30,1.0,3,0,69,0,69
76222,Operations,region_31,Bachelor's,m,sourcing,1,51,1.0,9,0,59,0,59
41943,HR,region_2,Master's & above,m,other,1,39,3.0,3,0,49,0,49
55524,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,36,3.0,4,0,53,0,53
12305,Analytics,region_7,Bachelor's,m,sourcing,1,33,5.0,9,0,90,0,90
36177,Technology,region_10,Master's & above,m,sourcing,2,32,3.0,6,0,83,0,166
1781,Analytics,region_13,Bachelor's,m,sourcing,1,26,3.0,2,0,84,0,84
22252,Procurement,region_17,Bachelor's,m,other,3,38,3.0,11,0,72,0,216
21921,Technology,region_2,Bachelor's,f,sourcing,1,36,2.0,9,0,84,0,84
36401,Operations,region_29,Bachelor's,m,other,1,27,2.0,3,0,62,0,62
72345,Procurement,region_26,Bachelor's,m,sourcing,1,29,,1,0,72,0,72
53524,Procurement,region_2,Bachelor's,m,other,1,30,3.0,5,0,75,0,75
74241,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,34,4.0,7,0,52,1,52
13318,Sales & Marketing,region_28,Bachelor's,m,other,1,39,3.0,4,0,49,0,49
11681,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,30,2.0,1,0,49,0,49
56369,Operations,region_24,Bachelor's,m,sourcing,1,27,3.0,4,0,57,0,57
33537,Sales & Marketing,region_3,Master's & above,m,other,1,49,5.0,19,0,46,1,46
18146,Procurement,region_14,Bachelor's,m,sourcing,1,37,3.0,9,0,72,0,72
38073,Finance,region_4,Master's & above,f,other,1,40,3.0,11,0,57,0,57
50674,Operations,region_4,Master's & above,m,other,1,49,5.0,5,0,61,0,61
26120,R&D,region_31,Bachelor's,m,sourcing,1,34,3.0,5,0,83,0,83
9047,Operations,region_6,Bachelor's,m,sourcing,1,37,5.0,8,0,59,0,59
44854,Technology,region_31,Bachelor's,m,other,2,31,3.0,5,0,79,0,158
22029,Analytics,region_13,Master's & above,m,other,1,34,3.0,3,0,87,0,87
58257,Technology,region_25,Bachelor's,f,sourcing,1,28,4.0,5,0,78,0,78
59477,Finance,region_26,Bachelor's,f,other,1,32,3.0,7,0,61,0,61
35528,Operations,region_26,Bachelor's,f,sourcing,1,37,5.0,4,1,59,0,59
45149,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3.0,2,0,47,1,47
58023,Sales & Marketing,region_15,Master's & above,m,sourcing,1,35,5.0,4,0,52,0,52
54017,Operations,region_29,Bachelor's,m,other,1,44,3.0,7,0,58,0,58
40216,Technology,region_2,Bachelor's,f,referred,1,51,5.0,20,0,77,0,77
28389,Operations,region_31,Bachelor's,f,sourcing,1,31,4.0,2,0,53,0,53
43433,Operations,region_4,Bachelor's,m,other,1,33,5.0,8,0,86,1,86
12486,R&D,region_4,Master's & above,f,other,1,34,3.0,3,0,81,1,81
60419,Operations,region_22,Bachelor's,m,referred,1,29,3.0,5,0,58,0,58
77640,Procurement,region_29,Bachelor's,m,sourcing,1,33,3.0,7,0,66,0,66
25677,Operations,region_13,Bachelor's,f,other,1,33,5.0,2,0,60,0,60
19483,Legal,region_2,Bachelor's,m,other,1,30,2.0,4,0,52,0,52
31303,Procurement,region_22,Master's & above,m,sourcing,1,42,3.0,4,0,66,0,66
25548,Finance,region_2,Bachelor's,m,sourcing,1,33,3.0,4,1,59,0,59
69853,Analytics,region_20,Master's & above,m,other,2,38,4.0,3,0,85,0,170
59935,Procurement,region_2,Bachelor's,f,other,1,38,3.0,11,0,68,0,68
73787,Technology,region_2,,m,sourcing,1,42,3.0,7,0,79,0,79
7772,HR,region_2,Bachelor's,f,other,1,39,4.0,12,0,52,0,52
8130,Sales & Marketing,region_30,Bachelor's,m,other,1,26,2.0,2,0,46,0,46
5695,Sales & Marketing,region_22,Master's & above,m,other,1,42,1.0,12,0,50,0,50
42297,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,30,1.0,2,0,50,0,50
65230,Finance,region_16,Bachelor's,m,other,1,34,4.0,6,0,63,0,63
21787,Technology,region_23,Master's & above,m,other,1,43,3.0,9,0,79,1,79
69118,Analytics,region_31,Bachelor's,m,other,1,29,4.0,2,0,82,0,82
36630,Sales & Marketing,region_13,Bachelor's,f,other,1,30,2.0,3,0,50,0,50
63350,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,26,3.0,2,0,49,0,49
23889,Procurement,region_10,Master's & above,m,other,1,32,3.0,4,0,68,0,68
26239,Finance,region_7,Bachelor's,m,sourcing,1,29,5.0,4,0,60,0,60
71499,Sales & Marketing,region_2,Bachelor's,m,referred,2,31,,1,0,63,1,126
74994,Analytics,region_15,Master's & above,m,other,2,28,,1,0,88,0,176
68690,Finance,region_27,Bachelor's,f,other,2,32,4.0,6,0,58,0,116
48873,Procurement,region_2,Master's & above,m,sourcing,1,47,3.0,17,0,66,0,66
8741,Technology,region_2,Master's & above,m,sourcing,1,44,3.0,5,0,81,0,81
57251,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,8,0,49,1,49
2432,Sales & Marketing,region_2,Bachelor's,m,other,1,47,2.0,4,0,51,0,51
50330,Legal,region_15,Bachelor's,m,other,2,39,3.0,10,0,60,1,120
39848,Sales & Marketing,region_4,Master's & above,m,other,2,36,2.0,11,0,50,0,100
58868,Finance,region_29,Bachelor's,m,sourcing,1,32,4.0,6,0,57,0,57
9285,Operations,region_27,Bachelor's,f,sourcing,1,30,4.0,6,0,59,0,59
12710,Legal,region_22,Bachelor's,f,other,1,31,5.0,4,0,65,0,65
27909,Technology,region_7,Bachelor's,m,other,1,32,2.0,5,0,79,0,79
21985,Technology,region_2,Master's & above,f,sourcing,1,35,5.0,6,0,81,1,81
50148,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,34,1.0,3,0,50,0,50
